task,method,seed,result,metadata,command,support_condition,notes
green_mug_orange_phase2,direct_target_raw,10,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_raw/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_raw/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_raw/seed_10/command.txt,none,Raw direct target SD3 row; no support input.
green_mug_orange_phase2,direct_target_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
green_mug_orange_phase2,flowedit_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/flowedit_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/flowedit_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/flowedit_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
green_mug_orange_phase2,support_v3_controller_rmsgap,10,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
green_mug_orange_phase2,direct_target_raw,11,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_raw/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_raw/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_raw/seed_11/command.txt,none,Raw direct target SD3 row; no support input.
green_mug_orange_phase2,direct_target_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
green_mug_orange_phase2,flowedit_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/flowedit_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/flowedit_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/flowedit_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
green_mug_orange_phase2,support_v3_controller_rmsgap,11,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_11/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
green_mug_orange_phase2,direct_target_raw,12,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_raw/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_raw/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_raw/seed_12/command.txt,none,Raw direct target SD3 row; no support input.
green_mug_orange_phase2,direct_target_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/direct_target_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
green_mug_orange_phase2,flowedit_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/flowedit_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/flowedit_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/flowedit_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
green_mug_orange_phase2,support_v3_controller_rmsgap,12,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_12/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
yellow_vase_blue_phase2,direct_target_raw,10,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_raw/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_raw/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_raw/seed_10/command.txt,none,Raw direct target SD3 row; no support input.
yellow_vase_blue_phase2,direct_target_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
yellow_vase_blue_phase2,flowedit_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/flowedit_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/flowedit_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/flowedit_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
yellow_vase_blue_phase2,support_v3_controller_rmsgap,10,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_10/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
yellow_vase_blue_phase2,direct_target_raw,11,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_raw/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_raw/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_raw/seed_11/command.txt,none,Raw direct target SD3 row; no support input.
yellow_vase_blue_phase2,direct_target_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
yellow_vase_blue_phase2,flowedit_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/flowedit_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/flowedit_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/flowedit_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
yellow_vase_blue_phase2,support_v3_controller_rmsgap,11,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_11/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
yellow_vase_blue_phase2,direct_target_raw,12,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_raw/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_raw/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_raw/seed_12/command.txt,none,Raw direct target SD3 row; no support input.
yellow_vase_blue_phase2,direct_target_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/direct_target_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
yellow_vase_blue_phase2,flowedit_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/flowedit_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/flowedit_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/flowedit_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
yellow_vase_blue_phase2,support_v3_controller_rmsgap,12,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_12/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
