task,seed,variant,display_name,role,mask_path,threshold_policy,complete,missing,support_iou,support_precision,support_recall,support_area_ratio,eval_area_ratio,downstream_method,outside_mask_l1,inside_mask_l1,source_ssim_luma,edit_score
green_mug_orange_phase2,11,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0708,0.1127,0.1602,0.0464,0.0326,,,,,
green_mug_orange_phase2,11,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0485,0.0795,0.1104,0.0453,0.0326,,,,,
green_mug_orange_phase2,11,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_11/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0491,0.0798,0.1129,0.0462,0.0326,,,,,
green_mug_orange_phase2,11,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.6239,0.6258,0.9952,0.0519,0.0326,,,,,
green_mug_orange_phase2,11,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/green_mug_orange_phase2/adaptive_full_generic_support/seed_11/masks/core_final.png,binary_midpoint,1,0,0.7112,0.8688,0.7969,0.0299,0.0326,adaptive_full_generic_support,,,,
green_mug_orange_phase2,11,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6785,0.6871,0.9819,0.0466,0.0326,support_v3_controller_rmsgap,,,,
green_mug_orange_phase2,12,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0708,0.1127,0.1602,0.0464,0.0326,,,,,
green_mug_orange_phase2,12,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0485,0.0795,0.1104,0.0453,0.0326,,,,,
green_mug_orange_phase2,12,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_12/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0491,0.0798,0.1129,0.0462,0.0326,,,,,
green_mug_orange_phase2,12,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.6239,0.6258,0.9952,0.0519,0.0326,,,,,
green_mug_orange_phase2,12,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/green_mug_orange_phase2/adaptive_full_generic_support/seed_12/masks/core_final.png,binary_midpoint,1,0,0.7112,0.8688,0.7969,0.0299,0.0326,adaptive_full_generic_support,,,,
green_mug_orange_phase2,12,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6785,0.6871,0.9819,0.0466,0.0326,support_v3_controller_rmsgap,,,,
yellow_vase_blue_phase2,10,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0451,0.0542,,,,,
yellow_vase_blue_phase2,10,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0685,0.1388,0.1192,0.0466,0.0542,,,,,
yellow_vase_blue_phase2,10,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_10/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0689,0.1387,0.1204,0.0471,0.0542,,,,,
yellow_vase_blue_phase2,10,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.6332,0.6359,0.9935,0.0847,0.0542,,,,,
yellow_vase_blue_phase2,10,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/yellow_vase_blue_phase2/adaptive_full_generic_support/seed_10/masks/core_final.png,binary_midpoint,1,0,0.7411,0.8328,0.8706,0.0567,0.0542,adaptive_full_generic_support,,,,
yellow_vase_blue_phase2,10,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6754,0.6794,0.9913,0.0791,0.0542,support_v3_controller_rmsgap,,,,
yellow_vase_blue_phase2,11,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0455,0.0542,,,,,
yellow_vase_blue_phase2,11,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.1043,0.2005,0.1787,0.0483,0.0542,,,,,
yellow_vase_blue_phase2,11,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_11/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.1045,0.2016,0.1784,0.0480,0.0542,,,,,
yellow_vase_blue_phase2,11,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.6332,0.6359,0.9935,0.0847,0.0542,,,,,
yellow_vase_blue_phase2,11,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/yellow_vase_blue_phase2/adaptive_full_generic_support/seed_11/masks/core_final.png,binary_midpoint,1,0,0.7411,0.8328,0.8706,0.0567,0.0542,adaptive_full_generic_support,,,,
yellow_vase_blue_phase2,11,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6754,0.6794,0.9913,0.0791,0.0542,support_v3_controller_rmsgap,,,,
yellow_vase_blue_phase2,12,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0455,0.0542,,,,,
yellow_vase_blue_phase2,12,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.1043,0.2005,0.1787,0.0483,0.0542,,,,,
yellow_vase_blue_phase2,12,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_12/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.1045,0.2016,0.1784,0.0480,0.0542,,,,,
yellow_vase_blue_phase2,12,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.6332,0.6359,0.9935,0.0847,0.0542,,,,,
yellow_vase_blue_phase2,12,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/yellow_vase_blue_phase2/adaptive_full_generic_support/seed_12/masks/core_final.png,binary_midpoint,1,0,0.7411,0.8328,0.8706,0.0567,0.0542,adaptive_full_generic_support,,,,
yellow_vase_blue_phase2,12,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/yellow_vase_blue_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6754,0.6794,0.9913,0.0791,0.0542,support_v3_controller_rmsgap,,,,
